ai_exposure_category,Metro,State,National
High,0.3753271766506988,0.35334684560476887,0.3774958965111132
Medium high,20.13185836337597,18.617086295657217,17.575961732196763
Medium low,38.012741369944195,38.208505908539166,38.29827352815412
Low,39.90814361203022,41.510010546394184,42.42664412714098
,201.06128697713467,201.14226545643712,343.54890645550205
