ai_exposure_category,Metro,State,National
Medium low,39.449096852463434,37.46399688146835,38.29827352815412
Medium high,19.85618723461616,16.795379302393254,17.575961732196763
Low,37.19417672036126,42.91818795741667,42.42664412714098
High,0.5429837568241559,0.4402729813272427,0.3774958965111132
,201.8075588056885,202.02995547307796,343.54890645550205
