ai_exposure_category,Metro,State,National
High,0.5852117220355577,0.5687448389760529,0.3707429107129247
Medium high,18.52873767828931,18.2507225433526,16.867567330642004
Medium low,36.97959546961572,35.612200660611066,33.21119332102444
Low,32.874212856856765,32.93889347646573,40.44437786917568
,100.0,100.0,100.0
